"n_facture";"id";"date_facture";"montant"
"105";"131";"01/06/2018";"0"
"106";"84";"01/06/2018";"0"
"107";"129";"02/06/2018";"0"
"108";"10";"02/06/2018";"0"
"109";"10";"02/06/2018";"0"
"110";"10";"02/06/2018";"0"
"111";"10";"02/06/2018";"0"
"112";"10";"02/06/2018";"0"
"113";"10";"02/06/2018";"0"
"114";"10";"02/06/2018";"0"
"115";"132";"04/06/2018";"0"
"116";"133";"04/06/2018";"0"
"117";"";"04/06/2018";"0"
"118";"40";"29/05/2018";"0"
"119";"134";"23/06/2018";"0"
"120";"137";"05/06/2018";"0"
"121";"119";"06/06/2018";"0"
"122";"141";"07/06/2018";"0"
"123";"73";"14/05/2018";"0"
"124";"73";"07/06/2018";"0"
"125";"142";"07/06/2018";"0"
"126";"116";"25/05/2018";"0"
"127";"144";"24/05/2018";"0"
"128";"88";"05/05/2018";"0"
"129";"138";"08/06/2018";"0"
"130";"146";"08/06/2018";"0"
"131";"124";"09/06/2018";"0"
"132";"83";"09/06/2018";"0"
"133";"89";"09/06/2018";"0"
"134";"89";"11/06/2018";"0"
"135";"148";"11/06/2018";"0"
"136";"149";"11/06/2018";"0"
"137";"150";"11/06/2018";"0"
"138";"155";"25/05/2018";"0"
"139";"80";"11/05/2018";"0"
"140";"157";"04/12/2017";"0"
"141";"157";"12/06/2018";"0"
"142";"10";"12/06/2018";"0"
"143";"118";"05/05/2018";"0"
"144";"104";"14/05/2018";"0"
"145";"160";"13/06/2018";"0"
"146";"111";"14/06/2018";"0"
"147";"10";"14/06/2018";"0"
"148";"10";"14/06/2018";"0"
"149";"160";"18/06/2018";"0"
"150";"10";"18/06/2018";"0"
"151";"41";"28/05/2018";"0"
"152";"163";"18/06/2018";"0"
"153";"167";"19/06/2018";"0"
"154";"99";"19/06/2018";"0"
"155";"12";"29/05/2018";"0"
"156";"99";"19/06/2018";"0"
"157";"99";"19/06/2018";"0"
"159";"99";"19/06/2018";"0"
"160";"99";"09/05/2018";"0"
"161";"12";"18/06/2018";"0"
"162";"169";"20/06/2018";"0"
"163";"170";"20/06/2018";"0"
"164";"156";"12/06/2018";"0"
"165";"156";"20/06/2018";"0"
"166";"172";"20/06/2018";"0"
"167";"171";"20/06/2018";"0"
"168";"173";"21/06/2018";"0"
"169";"174";"21/06/2018";"0"
"170";"136";"05/06/2018";"0"
"171";"175";"21/06/2018";"0"
"172";"125";"06/06/2018";"0"
"173";"176";"22/06/2018";"0"
"174";"177";"22/06/2018";"0"
"175";"134";"23/06/2018";"0"
"176";"178";"25/06/2018";"0"
"177";"98";"07/05/2018";"0"
"178";"180";"25/06/2018";"0"
"179";"179";"25/06/2018";"0"
"180";"182";"26/06/2018";"0"
"181";"183";"27/06/2018";"0"
"182";"184";"27/06/2018";"0"
"183";"185";"27/06/2018";"0"
"184";"183";"28/06/2018";"0"
"185";"183";"28/06/2018";"0"
"186";"183";"28/06/2018";"0"
"187";"186";"28/06/2018";"0"
"188";"187";"28/06/2018";"0"
"189";"188";"28/06/2018";"0"
"190";"189";"28/06/2018";"0"
"191";"190";"29/06/2018";"0"
"192";"192";"30/06/2018";"0"
"193";"193";"30/06/2018";"0"
"194";"194";"02/07/2018";"0"
"195";"195";"02/07/2018";"0"
"196";"197";"02/07/2018";"0"
"197";"198";"02/07/2018";"0"
"198";"199";"03/07/2018";"0"
"199";"200";"03/07/2018";"0"
"200";"201";"03/07/2018";"0"
"201";"202";"03/07/2018";"0"
"202";"203";"04/07/2018";"0"
"203";"204";"04/07/2018";"0"
"204";"205";"04/07/2018";"0"
"205";"206";"05/07/2018";"0"
"206";"207";"05/07/2018";"0"
"207";"208";"05/07/2018";"0"
"208";"210";"05/07/2018";"0"
"209";"211";"05/07/2018";"0"
"210";"212";"05/07/2018";"0"
"211";"213";"06/07/2018";"0"
"213";"214";"06/07/2018";"0"
"214";"215";"09/07/2018";"0"
"215";"216";"09/07/2018";"0"
"216";"217";"09/07/2018";"0"
"217";"218";"09/07/2018";"0"
"218";"219";"09/07/2018";"0"
"219";"220";"10/07/2018";"0"
"220";"221";"10/07/2018";"0"
"221";"222";"11/07/2018";"0"
"222";"91";"15/05/2018";"0"
"223";"91";"15/05/2018";"0"
"224";"91";"11/07/2018";"0"
"225";"223";"12/07/2018";"0"
"226";"224";"12/07/2018";"0"
"227";"225";"12/07/2018";"0"
"228";"226";"13/07/2018";"0"
"230";"134";"13/07/2018";"0"
"231";"134";"13/07/2018";"0"
"232";"210";"14/07/2018";"0"
"233";"229";"14/07/2018";"0"
"234";"182";"16/07/2018";"0"
"235";"230";"16/07/2018";"0"
"236";"231";"16/07/2018";"0"
"237";"232";"17/07/2018";"0"
"238";"233";"17/07/2018";"0"
"239";"234";"17/07/2018";"0"
"240";"235";"17/07/2018";"0"
"241";"236";"17/07/2018";"0"
"242";"237";"18/07/2018";"0"
"243";"238";"18/07/2018";"0"
"244";"239";"19/07/2018";"0"
"245";"240";"19/07/2018";"0"
"246";"241";"19/07/2018";"0"
"247";"242";"19/07/2018";"0"
"248";"243";"19/07/2018";"0"
"249";"244";"19/07/2018";"0"
"250";"245";"19/07/2018";"0"
"251";"246";"19/07/2018";"0"
"252";"247";"19/07/2018";"0"
"253";"248";"19/07/2018";"0"
"254";"249";"20/07/2018";"0"
"255";"250";"15/05/2018";"0"
"256";"250";"20/07/2018";"0"
"257";"251";"20/07/2018";"0"
"258";"252";"20/07/2018";"0"
"259";"244";"20/07/2018";"0"
"260";"253";"21/07/2018";"0"
"261";"255";"23/07/2018";"0"
"262";"256";"23/07/2018";"0"
"263";"257";"23/07/2018";"0"
"264";"258";"23/07/2018";"0"
"265";"259";"23/07/2018";"0"
"266";"260";"23/07/2018";"0"
"267";"261";"24/07/2018";"0"
"268";"262";"24/07/2018";"0"
"269";"205";"24/07/2018";"0"
"270";"263";"25/07/2018";"0"
"271";"264";"25/07/2018";"0"
"272";"265";"25/07/2018";"0"
"273";"244";"26/07/2018";"0"
"274";"268";"26/07/2018";"0"
"275";"269";"27/07/2018";"0"
"276";"270";"27/07/2018";"0"
"277";"271";"27/07/2018";"0"
"278";"272";"28/07/2018";"0"
"279";"273";"28/07/2018";"0"
"280";"257";"28/07/2018";"0"
"281";"274";"28/07/2018";"0"
"282";"275";"31/07/2018";"0"
"283";"276";"31/07/2018";"0"
"284";"278";"31/07/2018";"0"
"285";"280";"31/07/2018";"0"
"286";"248";"31/07/2018";"0"
"287";"282";"31/07/2018";"0"
"288";"274";"31/07/2018";"0"
"289";"274";"31/07/2018";"0"
"290";"284";"01/08/2018";"0"
"291";"285";"01/08/2018";"0"
"292";"286";"01/08/2018";"0"
"293";"287";"01/08/2018";"0"
"294";"288";"01/08/2018";"0"
"295";"289";"02/08/2018";"0"
"296";"53";"02/08/2018";"0"
"297";"220";"02/08/2018";"0"
"298";"290";"02/08/2018";"0"
"299";"291";"02/08/2018";"0"
"300";"292";"02/08/2018";"0"
"301";"185";"03/08/2018";"0"
"302";"117";"03/08/2018";"0"
"303";"295";"03/08/2018";"0"
"304";"296";"04/08/2018";"0"
"305";"297";"04/08/2018";"0"
"306";"298";"04/08/2018";"0"
"307";"299";"06/08/2018";"0"
"308";"300";"06/08/2018";"0"
"309";"141";"06/08/2018";"0"
"310";"40";"06/08/2018";"0"
"311";"80";"06/08/2018";"0"
"312";"40";"06/08/2018";"0"
"313";"302";"06/08/2018";"0"
"314";"304";"06/08/2018";"0"
"315";"88";"06/08/2018";"0"
"316";"283";"07/08/2018";"0"
"317";"89";"07/08/2018";"0"
"318";"217";"07/08/2018";"0"
"319";"308";"07/08/2018";"0"
"320";"310";"07/08/2018";"0"
"321";"311";"07/08/2018";"0"
"322";"312";"07/08/2018";"0"
"323";"313";"07/08/2018";"0"
"324";"309";"07/08/2018";"0"
"325";"80";"07/08/2018";"0"
"326";"316";"08/08/2018";"0"
"327";"317";"09/08/2018";"0"
"328";"101";"09/08/2018";"0"
"329";"318";"09/08/2018";"0"
"330";"319";"09/08/2018";"0"
"331";"320";"10/08/2018";"0"
"332";"102";"11/08/2018";"0"
"333";"322";"13/08/2018";"0"
"334";"323";"13/08/2018";"0"
"335";"236";"13/08/2018";"0"
"336";"324";"13/08/2018";"0"
"337";"326";"13/08/2018";"0"
"338";"325";"13/08/2018";"0"
"339";"327";"14/08/2018";"0"
"340";"328";"14/08/2018";"0"
"341";"289";"14/08/2018";"0"
"342";"112";"15/08/2018";"0"
"343";"330";"15/08/2018";"0"
"344";"112";"15/08/2018";"0"
"345";"331";"15/08/2018";"0"
"346";"334";"15/08/2018";"0"
"347";"335";"16/08/2018";"0"
"348";"129";"16/08/2018";"0"
"349";"129";"16/08/2018";"0"
"350";"338";"17/08/2018";"0"
"351";"339";"17/08/2018";"0"
"352";"340";"17/08/2018";"0"
"353";"129";"17/08/2018";"0"
"354";"155";"17/08/2018";"0"
"355";"337";"17/08/2018";"0"
"356";"57";"17/08/2018";"0"
"357";"324";"18/08/2018";"0"
"358";"331";"27/08/2018";"0"
"359";"320";"27/08/2018";"0"
"360";"220";"27/08/2018";"0"
"361";"342";"27/08/2018";"0"
"362";"343";"27/08/2018";"0"
"363";"347";"27/08/2018";"0"
"364";"348";"27/08/2018";"0"
"365";"349";"28/08/2018";"0"
"366";"350";"28/08/2018";"0"
"367";"352";"28/08/2018";"0"
"368";"353";"28/08/2018";"0"
"369";"354";"29/08/2018";"0"
"370";"356";"29/08/2018";"0"
"371";"357";"29/08/2018";"0"
"372";"358";"30/08/2018";"0"
"373";"359";"30/08/2018";"0"
"374";"360";"30/08/2018";"0"
"375";"361";"31/08/2018";"0"
"376";"214";"01/09/2018";"0"
"377";"";"01/09/2018";"0"
"378";"";"01/09/2018";"0"
"379";"214";"01/09/2018";"0"
"380";"362";"01/09/2018";"0"
"381";"363";"01/09/2018";"0"
"382";"364";"01/09/2018";"0"
"383";"180";"03/09/2018";"0"
"384";"365";"03/09/2018";"0"
"385";"366";"03/09/2018";"0"
"386";"361";"03/09/2018";"0"
"387";"367";"03/09/2018";"0"
"388";"368";"03/09/2018";"0"
"389";"370";"03/09/2018";"0"
"390";"373";"04/09/2018";"0"
"391";"366";"04/09/2018";"0"
"392";"374";"04/09/2018";"0"
"393";"375";"04/09/2018";"0"
"394";"376";"04/09/2018";"0"
"395";"378";"05/09/2018";"0"
"396";"379";"05/09/2018";"0"
"397";"380";"05/09/2018";"0"
"398";"83";"06/09/2018";"0"
"399";"381";"06/09/2018";"0"
"400";"382";"06/09/2018";"0"
"401";"129";"06/09/2018";"0"
"402";"129";"06/08/2018";"0"
"403";"129";"06/09/2018";"0"
"404";"129";"06/09/2018";"0"
"405";"129";"16/08/2018";"0"
"406";"";"16/08/2018";"0"
"407";"383";"06/09/2018";"0"
"408";"384";"06/09/2018";"0"
"409";"385";"06/09/2018";"0"
"410";"387";"06/09/2018";"0"
"411";"130";"16/08/2018";"0"
"412";"129";"06/09/2018";"0"
"413";"129";"06/09/2018";"0"
"414";"10";"06/09/2018";"0"
"415";"10";"06/09/2018";"0"
"416";"387";"06/09/2018";"0"
"417";"10";"06/09/2018";"0"
"418";"11";"06/09/2018";"0"
"419";"388";"07/09/2018";"0"
"420";"389";"07/09/2018";"0"
"421";"334";"07/09/2018";"0"
"422";"390";"07/09/2018";"0"
"423";"352";"07/09/2018";"0"
"424";"391";"10/09/2018";"0"
"425";"392";"10/09/2018";"0"
"426";"50";"10/09/2018";"0"
"427";"393";"10/09/2018";"0"
"428";"394";"10/09/2018";"0"
"429";"396";"10/09/2018";"0"
"430";"397";"10/09/2018";"0"
"431";"398";"10/09/2018";"0"
"432";"399";"12/09/2018";"0"
"433";"";"12/09/2018";"0"
"434";"";"12/09/2018";"0"
"435";"401";"12/09/2018";"0"
"436";"400";"12/09/2018";"0"
"437";"402";"12/09/2018";"0"
"438";"402";"12/09/2018";"0"
"439";"403";"12/09/2018";"0"
"440";"405";"12/09/2018";"0"
"441";"406";"12/09/2018";"0"
"442";"407";"13/09/2018";"0"
"443";"408";"13/09/2018";"0"
"444";"409";"13/09/2018";"0"
"445";"410";"14/09/2018";"0"
"446";"182";"14/09/2018";"0"
"447";"411";"14/09/2018";"0"
"448";"413";"14/09/2018";"0"
"449";"414";"14/09/2018";"0"
"450";"412";"14/09/2018";"0"
"451";"416";"14/09/2018";"0"
"452";"415";"14/09/2018";"0"
"453";"417";"14/09/2018";"0"
"454";"331";"15/09/2018";"0"
"455";"420";"17/09/2018";"0"
"456";"421";"17/09/2018";"0"
"457";"422";"17/09/2018";"0"
"458";"423";"17/09/2018";"0"
"459";"425";"17/09/2018";"0"
"460";"424";"17/09/2018";"0"
"461";"426";"17/09/2018";"0"
"462";"427";"18/09/2018";"0"
"463";"428";"18/09/2018";"0"
"464";"429";"18/09/2018";"0"
"465";"430";"18/09/2018";"0"
"466";"431";"18/09/2018";"0"
"467";"432";"18/09/2018";"0"
"468";"433";"19/09/2018";"0"
"469";"12";"19/09/2018";"0"
"470";"12";"19/09/2018";"0"
"471";"11";"19/09/2018";"0"
"472";"11";"19/09/2018";"0"
"473";"434";"19/09/2018";"0"
"474";"428";"19/09/2018";"0"
"475";"435";"19/09/2018";"0"
"476";"84";"19/09/2018";"0"
"477";"436";"19/09/2018";"0"
"478";"437";"20/09/2018";"0"
"479";"440";"20/09/2018";"0"
"480";"438";"20/09/2018";"0"
"481";"439";"20/09/2018";"0"
"482";"441";"20/09/2018";"0"
"483";"442";"20/09/2018";"0"
"484";"422";"20/09/2018";"0"
"485";"91";"30/05/2018";"0"
"486";"91";"20/09/2018";"0"
"487";"91";"25/06/2015";"0"
"488";"91";"11/07/2018";"0"
"489";"395";"20/09/2018";"0"
"490";"422";"20/09/2018";"0"
"491";"91";"20/09/2018";"0"
"492";"443";"20/09/2018";"0"
"493";"445";"20/09/2018";"0"
"494";"444";"20/09/2018";"0"
"495";"446";"20/09/2018";"0"
"496";"447";"20/09/2018";"0"
"497";"449";"21/09/2018";"0"
"498";"448";"21/09/2018";"0"
"499";"450";"21/09/2018";"0"
"500";"452";"22/09/2018";"0"
"501";"186";"22/09/2018";"0"
"502";"449";"22/09/2018";"0"
"503";"453";"24/09/2018";"0"
"504";"454";"24/09/2018";"0"
"505";"455";"24/09/2018";"0"
"506";"456";"24/09/2018";"0"
"507";"457";"24/09/2018";"0"
"508";"458";"25/09/2018";"0"
"509";"459";"25/09/2018";"0"
"510";"460";"25/09/2018";"0"
"511";"461";"25/09/2018";"0"
"512";"462";"25/09/2018";"0"
"513";"187";"26/09/2018";"0"
"514";"188";"26/09/2018";"0"
"515";"463";"26/09/2018";"0"
"516";"464";"26/09/2018";"0"
"517";"465";"26/09/2018";"0"
"518";"466";"27/09/2018";"0"
"519";"467";"27/09/2018";"0"
"520";"450";"27/09/2018";"0"
"521";"89";"27/09/2018";"0"
"522";"468";"27/09/2018";"0"
"523";"469";"27/09/2018";"0"
"524";"343";"27/09/2018";"0"
"525";"470";"27/09/2018";"0"
"526";"471";"27/09/2018";"0"
"527";"456";"27/09/2018";"0"
"528";"445";"27/09/2018";"0"
"529";"472";"28/09/2018";"0"
"530";"474";"28/09/2018";"0"
"531";"475";"29/09/2018";"0"
"533";"477";"29/09/2018";"0"
"534";"210";"29/09/2018";"0"
"535";"210";"29/09/2018";"0"
"536";"192";"29/09/2018";"0"
"537";"452";"29/09/2018";"0"
"538";"452";"29/09/2018";"0"
"539";"452";"29/09/2018";"0"
"540";"478";"01/10/2018";"0"
"541";"479";"01/10/2018";"0"
"542";"480";"01/10/2018";"0"
"543";"212";"01/10/2018";"0"
"544";"440";"01/10/2018";"0"
"545";"481";"01/10/2018";"0"
"546";"482";"01/10/2018";"0"
"547";"483";"01/10/2018";"0"
"548";"485";"02/10/2018";"0"
"549";"184";"02/10/2018";"0"
"550";"138";"02/10/2018";"0"
"551";"185";"02/10/2018";"0"
"552";"477";"03/10/2018";"0"
"553";"486";"03/10/2018";"0"
"554";"487";"03/10/2018";"0"
"555";"432";"03/10/2018";"0"
"556";"303";"03/10/2018";"0"
"557";"488";"03/10/2018";"0"
"558";"303";"03/10/2018";"0"
"559";"489";"03/10/2018";"0"
"560";"490";"03/10/2018";"0"
"561";"491";"03/10/2018";"0"
"562";"487";"04/10/2018";"0"
"563";"480";"04/10/2018";"0"
"564";"492";"04/10/2018";"0"
"565";"493";"04/10/2018";"0"
"566";"494";"04/10/2018";"0"
"567";"200";"04/10/2018";"0"
"568";"495";"04/10/2018";"0"
"569";"496";"05/10/2018";"0"
"570";"497";"05/10/2018";"0"
"571";"455";"05/10/2018";"0"
"572";"498";"05/10/2018";"0"
"573";"176";"05/10/2018";"0"
"574";"499";"05/10/2018";"0"
"575";"500";"05/10/2018";"0"
"576";"501";"05/10/2018";"0"
"577";"501";"05/10/2018";"0"
"578";"501";"05/10/2018";"0"
"579";"501";"05/10/2018";"0"
"580";"502";"05/10/2018";"0"
"581";"503";"06/10/2018";"0"
"582";"504";"06/10/2018";"0"
"583";"505";"06/10/2018";"0"
"584";"431";"06/10/2018";"0"
"585";"495";"06/10/2018";"0"
"586";"431";"06/10/2018";"0"
"587";"88";"06/10/2018";"0"
"588";"506";"08/10/2018";"0"
"589";"507";"08/10/2018";"0"
"590";"508";"08/10/2018";"0"
"591";"509";"08/10/2018";"0"
"592";"450";"08/10/2018";"0"
"593";"510";"08/10/2018";"0"
"594";"511";"08/10/2018";"0"
"595";"512";"08/10/2018";"0"
"596";"513";"08/10/2018";"0"
"597";"514";"08/10/2018";"0"
"598";"99";"08/10/2018";"0"
"599";"515";"08/10/2018";"0"
"600";"516";"08/10/2018";"0"
"601";"517";"09/10/2018";"0"
"602";"78";"15/05/2018";"0"
"603";"78";"09/10/2018";"0"
"604";"518";"09/10/2018";"0"
"605";"519";"09/10/2018";"0"
"606";"520";"09/10/2018";"0"
"607";"197";"09/10/2018";"0"
"608";"521";"10/10/2018";"0"
"609";"522";"10/10/2018";"0"
"610";"523";"10/10/2018";"0"
"611";"269";"10/10/2018";"0"
"612";"525";"10/10/2018";"0"
"613";"526";"10/10/2018";"0"
"614";"431";"10/10/2018";"0"
"615";"274";"10/10/2018";"0"
"616";"527";"10/10/2018";"0"
"617";"528";"10/10/2018";"0"
"618";"156";"10/10/2018";"0"
"619";"529";"11/10/2018";"0"
"620";"530";"11/10/2018";"0"
"621";"531";"11/10/2018";"0"
"622";"532";"11/10/2018";"0"
"623";"534";"11/10/2018";"0"
"624";"533";"11/10/2018";"0"
"625";"264";"12/10/2018";"0"
"626";"536";"12/10/2018";"0"
"627";"278";"12/10/2018";"0"
"628";"471";"12/10/2018";"0"
"629";"528";"12/10/2018";"0"
"630";"538";"13/10/2018";"0"
"631";"536";"15/10/2018";"0"
"632";"134";"13/07/2018";"0"
"633";"134";"15/10/2018";"0"
"634";"539";"15/10/2018";"0"
"635";"427";"15/10/2018";"0"
"636";"541";"15/10/2018";"0"
"637";"322";"15/10/2018";"0"
"638";"431";"15/10/2018";"0"
"639";"543";"15/10/2018";"0"
"640";"180";"15/10/2018";"0"
"641";"536";"16/10/2018";"0"
"642";"545";"16/10/2018";"0"
"643";"444";"16/10/2018";"0"
"644";"129";"16/10/2018";"0"
"645";"546";"16/10/2018";"0"
"646";"130";"16/10/2018";"0"
"647";"462";"17/10/2018";"0"
"648";"547";"17/10/2018";"0"
"649";"548";"17/10/2018";"0"
"650";"515";"17/10/2018";"0"
"651";"206";"17/10/2018";"0"
"652";"538";"17/10/2018";"0"
"653";"549";"17/10/2018";"0"
"654";"361";"17/10/2018";"0"
"655";"550";"19/10/2018";"0"
"656";"551";"19/10/2018";"0"
"657";"532";"19/10/2018";"0"
"658";"428";"19/10/2018";"0"
"659";"487";"19/10/2018";"0"
"660";"431";"19/10/2018";"0"
"661";"552";"19/10/2018";"0"
"662";"546";"19/10/2018";"0"
"663";"554";"19/10/2018";"0"
"664";"555";"20/10/2018";"0"
"665";"525";"20/10/2018";"0"
"666";"556";"22/10/2018";"0"
"667";"557";"22/10/2018";"0"
"668";"558";"22/10/2018";"0"
"669";"57";"22/10/2018";"0"
"670";"91";"22/10/2018";"0"
"671";"91";"22/10/2018";"0"
"672";"427";"22/10/2018";"0"
"673";"427";"22/10/2018";"0"
"674";"560";"22/10/2018";"0"
"675";"561";"23/10/2018";"0"
"676";"468";"23/10/2018";"0"
"677";"562";"23/10/2018";"0"
"678";"563";"23/10/2018";"0"
"679";"564";"23/10/2018";"0"
"680";"565";"23/10/2018";"0"
"681";"565";"23/10/2018";"0"
"682";"387";"23/10/2018";"0"
"683";"566";"23/10/2018";"0"
"684";"485";"24/10/2018";"0"
"685";"567";"24/10/2018";"0"
"686";"555";"24/10/2018";"0"
"687";"568";"24/10/2018";"0"
"688";"525";"24/10/2018";"0"
"689";"431";"24/10/2018";"0"
"690";"549";"24/10/2018";"0"
"691";"549";"24/10/2018";"0"
"692";"569";"24/10/2018";"0"
"693";"538";"24/10/2018";"0"
"694";"570";"24/10/2018";"0"
"695";"571";"24/10/2018";"0"
"696";"572";"25/10/2018";"0"
"697";"532";"25/10/2018";"0"
"698";"532";"25/10/2018";"0"
"699";"569";"25/10/2018";"0"
"700";"573";"25/10/2018";"0"
"701";"574";"25/10/2018";"0"
"702";"575";"26/10/2018";"0"
"703";"250";"26/10/2018";"0"
"704";"275";"26/10/2018";"0"
"705";"576";"26/10/2018";"0"
"706";"562";"26/10/2018";"0"
"707";"577";"27/10/2018";"0"
"708";"238";"27/10/2018";"0"
"709";"578";"27/10/2018";"0"
"710";"160";"27/10/2018";"0"
"711";"366";"27/10/2018";"0"
"712";"405";"29/10/2018";"0"
"713";"581";"29/10/2018";"0"
"714";"582";"30/10/2018";"0"
"715";"584";"30/10/2018";"0"
"716";"585";"31/10/2018";"0"
"717";"163";"31/10/2018";"0"
"718";"214";"31/10/2018";"0"
"719";"567";"31/10/2018";"0"
"720";"586";"31/10/2018";"0"
"721";"586";"01/11/2018";"0"
"722";"587";"01/11/2018";"0"
"723";"588";"01/11/2018";"0"
"724";"589";"01/11/2018";"0"
"725";"590";"01/11/2018";"0"
"726";"359";"01/11/2018";"0"
"727";"483";"01/11/2018";"0"
"728";"359";"01/11/2018";"0"
"729";"577";"02/11/2018";"0"
"730";"591";"02/11/2018";"0"
"731";"592";"02/11/2018";"0"
"732";"593";"02/11/2018";"0"
"733";"511";"02/11/2018";"0"
"734";"582";"02/11/2018";"0"
"735";"219";"02/11/2018";"0"
"736";"546";"03/11/2018";"0"
"737";"163";"03/11/2018";"0"
"738";"594";"03/11/2018";"0"
"739";"116";"05/11/2018";"0"
"740";"80";"05/11/2018";"0"
"741";"596";"05/11/2018";"0"
"742";"304";"05/11/2018";"0"
"743";"597";"05/11/2018";"0"
"744";"543";"07/11/2018";"0"
"745";"536";"07/11/2018";"0"
"746";"268";"07/11/2018";"0"
"747";"331";"07/11/2018";"0"
"748";"598";"07/11/2018";"0"
"749";"603";"07/11/2018";"0"
"750";"445";"07/11/2018";"0"
"751";"599";"07/11/2018";"0"
"752";"600";"07/11/2018";"0"
"753";"601";"07/11/2018";"0"
"754";"602";"07/11/2018";"0"
"755";"256";"07/11/2018";"0"
"756";"604";"07/11/2018";"0"
"757";"605";"07/11/2018";"0"
"758";"594";"07/11/2018";"0"
"759";"95";"08/11/2018";"0"
"760";"101";"08/11/2018";"0"
"761";"607";"08/11/2018";"0"
"762";"608";"08/11/2018";"0"
"763";"489";"08/11/2018";"0"
"764";"570";"08/11/2018";"0"
"765";"609";"08/11/2018";"0"
"766";"610";"08/11/2018";"0"
"767";"97";"08/11/2018";"0"
"768";"612";"09/11/2018";"0"
"769";"613";"09/11/2018";"0"
"770";"614";"09/11/2018";"0"
"771";"615";"09/11/2018";"0"
"772";"40";"09/11/2018";"0"
"773";"569";"09/11/2018";"0"
"774";"616";"09/11/2018";"0"
"775";"554";"09/11/2018";"0"
"776";"617";"30/10/2018";"0"
"777";"617";"09/11/2018";"0"
"778";"618";"09/11/2018";"0"
"779";"619";"10/11/2018";"0"
"780";"598";"10/11/2018";"0"
"781";"621";"09/11/2018";"0"
"782";"621";"10/11/2018";"0"
"783";"615";"10/11/2018";"0"
"784";"605";"10/11/2018";"0"
"785";"117";"10/11/2018";"0"
"786";"622";"";"0"
"787";"622";"10/11/2018";"0"
"788";"622";"10/11/2018";"0"
"789";"75";"12/11/2018";"0"
"790";"556";"12/11/2018";"0"
"791";"370";"12/11/2018";"0"
"792";"512";"12/11/2018";"0"
"793";"532";"12/11/2018";"0"
"794";"221";"13/11/2018";"0"
"795";"83";"13/11/2018";"0"
"796";"83";"13/11/2018";"0"
"797";"623";"13/11/2018";"0"
"798";"624";"13/11/2018";"0"
"799";"150";"13/11/2018";"0"
"800";"625";"13/11/2018";"0"
"801";"316";"13/11/2018";"0"
"802";"626";"13/11/2018";"0"
"803";"295";"13/11/2018";"0"
"805";"627";"13/11/2018";"0"
"806";"112";"13/11/2018";"0"
"807";"441";"13/11/2018";"0"
"808";"630";"13/11/2018";"0"
"809";"631";"13/11/2018";"0"
"810";"629";"13/11/2018";"0"
"811";"287";"13/11/2018";"0"
"812";"632";"14/11/2018";"0"
"813";"628";"14/11/2018";"0"
"814";"633";"14/11/2018";"0"
"815";"634";"14/11/2018";"0"
"816";"604";"14/11/2018";"0"
"817";"635";"14/11/2018";"0"
"818";"636";"14/11/2018";"0"
"819";"637";"15/11/2018";"0"
"820";"383";"15/11/2018";"0"
"821";"628";"15/11/2018";"0"
"822";"637";"16/11/2018";"0"
"823";"349";"16/11/2018";"0"
"824";"639";"16/11/2018";"0"
